time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,32,21,242,110
2025-10-20 00:00:00+00:00,137,70,571,211
2025-10-21 00:00:00+00:00,162,61,555,217
2025-10-22 00:00:00+00:00,113,67,468,236
2025-10-23 00:00:00+00:00,89,63,420,201
2025-10-24 00:00:00+00:00,106,70,416,196
2025-10-25 00:00:00+00:00,56,40,224,122
2025-10-26 00:00:00+00:00,36,28,202,114
2025-10-27 00:00:00+00:00,110,75,435,194
2025-10-28 00:00:00+00:00,117,67,435,210
2025-10-29 00:00:00+00:00,105,67,426,210
2025-10-30 00:00:00+00:00,78,57,332,194
2025-10-31 00:00:00+00:00,113,76,312,155
2025-11-01 00:00:00+00:00,152,139,114,74
