time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-20 00:00:00+00:00,95,72,266,70
2023-08-21 00:00:00+00:00,251,220,643,161
2023-08-22 00:00:00+00:00,588,509,691,180
2023-08-23 00:00:00+00:00,182,109,751,190
2023-08-24 00:00:00+00:00,134,86,786,189
2023-08-25 00:00:00+00:00,184,143,472,136
2023-08-26 00:00:00+00:00,38,21,187,66
2023-08-27 00:00:00+00:00,45,27,294,75
2023-08-28 00:00:00+00:00,170,108,599,181
2023-08-29 00:00:00+00:00,297,254,749,211
2023-08-30 00:00:00+00:00,149,117,757,200
2023-08-31 00:00:00+00:00,89,56,741,181
2023-09-01 00:00:00+00:00,133,101,659,159
2023-09-02 00:00:00+00:00,39,21,201,64
