time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-15 00:00:00+00:00,26,18,284,89
2024-12-16 00:00:00+00:00,20,14,616,186
2024-12-17 00:00:00+00:00,26,15,616,187
2024-12-18 00:00:00+00:00,15,7,608,217
2024-12-19 00:00:00+00:00,32,18,517,177
2024-12-20 00:00:00+00:00,22,15,404,138
2024-12-21 00:00:00+00:00,6,6,135,55
2024-12-22 00:00:00+00:00,15,14,154,80
2024-12-23 00:00:00+00:00,15,11,291,128
2024-12-24 00:00:00+00:00,15,11,228,93
2024-12-25 00:00:00+00:00,14,12,190,78
2024-12-26 00:00:00+00:00,15,11,266,95
2024-12-27 00:00:00+00:00,12,9,268,96
2024-12-28 00:00:00+00:00,12,8,128,40
