time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-13 00:00:00+00:00,69,45,385,166
2025-10-14 00:00:00+00:00,102,66,485,213
2025-10-15 00:00:00+00:00,209,160,409,206
2025-10-16 00:00:00+00:00,82,56,479,199
2025-10-17 00:00:00+00:00,82,57,437,210
2025-10-18 00:00:00+00:00,63,46,220,114
2025-10-19 00:00:00+00:00,32,21,242,110
2025-10-20 00:00:00+00:00,137,70,571,211
2025-10-21 00:00:00+00:00,162,61,555,217
2025-10-22 00:00:00+00:00,113,67,468,236
2025-10-23 00:00:00+00:00,89,63,420,201
2025-10-24 00:00:00+00:00,106,70,416,196
2025-10-25 00:00:00+00:00,56,40,224,122
2025-10-26 00:00:00+00:00,28,22,172,103
