time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-16 00:00:00+00:00,151,74,165,107
2026-06-17 00:00:00+00:00,233,76,247,101
2026-06-18 00:00:00+00:00,90,54,217,122
2026-06-19 00:00:00+00:00,144,100,155,91
2026-06-20 00:00:00+00:00,101,58,94,54
2026-06-21 00:00:00+00:00,105,47,95,60
2026-06-22 00:00:00+00:00,115,54,230,122
2026-06-23 00:00:00+00:00,128,64,194,117
2026-06-24 00:00:00+00:00,129,69,310,119
2026-06-25 00:00:00+00:00,97,54,233,113
2026-06-26 00:00:00+00:00,99,77,247,106
2026-06-27 00:00:00+00:00,37,28,79,57
2026-06-28 00:00:00+00:00,86,51,90,68
2026-06-29 00:00:00+00:00,68,59,216,131
