time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,113,73,442,211
2026-02-26 00:00:00+00:00,84,62,372,189
2026-02-27 00:00:00+00:00,146,53,310,159
2026-02-28 00:00:00+00:00,175,42,139,87
2026-03-01 00:00:00+00:00,155,137,144,74
2026-03-02 00:00:00+00:00,69,43,334,167
2026-03-03 00:00:00+00:00,105,45,367,186
2026-03-04 00:00:00+00:00,94,58,434,201
2026-03-05 00:00:00+00:00,78,55,377,189
2026-03-06 00:00:00+00:00,68,51,371,167
2026-03-07 00:00:00+00:00,55,31,127,69
2026-03-08 00:00:00+00:00,193,165,164,84
2026-03-09 00:00:00+00:00,80,66,401,190
2026-03-10 00:00:00+00:00,142,71,395,152
