time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-06 00:00:00+00:00,81,55,940,222
2024-06-07 00:00:00+00:00,75,49,625,163
2024-06-08 00:00:00+00:00,46,36,152,63
2024-06-09 00:00:00+00:00,35,27,227,76
2024-06-10 00:00:00+00:00,64,48,640,210
2024-06-11 00:00:00+00:00,89,59,874,207
2024-06-12 00:00:00+00:00,95,64,713,201
2024-06-13 00:00:00+00:00,78,57,717,213
2024-06-14 00:00:00+00:00,55,36,501,164
2024-06-15 00:00:00+00:00,24,21,155,62
2024-06-16 00:00:00+00:00,16,13,204,81
2024-06-17 00:00:00+00:00,43,29,879,230
2024-06-18 00:00:00+00:00,92,57,724,245
2024-06-19 00:00:00+00:00,91,53,678,192
