time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-21 00:00:00+00:00,100,53,140,79
2025-09-22 00:00:00+00:00,103,60,446,185
2025-09-23 00:00:00+00:00,97,59,409,187
2025-09-24 00:00:00+00:00,94,57,398,184
2025-09-25 00:00:00+00:00,74,53,323,156
2025-09-26 00:00:00+00:00,98,64,302,140
2025-09-27 00:00:00+00:00,63,46,117,65
2025-09-28 00:00:00+00:00,445,42,154,84
2025-09-29 00:00:00+00:00,82,52,352,165
2025-09-30 00:00:00+00:00,95,60,498,184
2025-10-01 00:00:00+00:00,247,182,464,140
2025-10-02 00:00:00+00:00,150,57,393,146
2025-10-03 00:00:00+00:00,95,67,311,143
2025-10-04 00:00:00+00:00,27,17,128,69
