time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,201,100,157,76
2026-07-06 00:00:00+00:00,82,53,206,109
2026-07-07 00:00:00+00:00,88,57,229,110
2026-07-08 00:00:00+00:00,119,71,186,95
2026-07-09 00:00:00+00:00,172,138,279,181
2026-07-10 00:00:00+00:00,192,111,245,116
2026-07-11 00:00:00+00:00,121,60,78,57
2026-07-12 00:00:00+00:00,94,62,81,58
2026-07-13 00:00:00+00:00,425,90,172,92
2026-07-14 00:00:00+00:00,109,68,251,132
2026-07-15 00:00:00+00:00,115,46,122,80
2026-07-16 00:00:00+00:00,123,103,117,69
2026-07-17 00:00:00+00:00,107,79,208,104
2026-07-18 00:00:00+00:00,134,77,78,52
