time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-04 00:00:00+00:00,92,54,688,211
2023-12-05 00:00:00+00:00,128,73,661,203
2023-12-06 00:00:00+00:00,145,101,630,201
2023-12-07 00:00:00+00:00,86,47,547,170
2023-12-08 00:00:00+00:00,56,32,506,160
2023-12-09 00:00:00+00:00,88,26,168,66
2023-12-10 00:00:00+00:00,48,20,195,71
2023-12-11 00:00:00+00:00,124,104,512,169
2023-12-12 00:00:00+00:00,106,45,581,179
2023-12-13 00:00:00+00:00,75,41,663,189
2023-12-14 00:00:00+00:00,96,46,540,165
2023-12-15 00:00:00+00:00,121,98,527,175
2023-12-16 00:00:00+00:00,33,13,173,60
2023-12-17 00:00:00+00:00,32,18,118,56
