time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,95,67,84,57
2026-05-24 00:00:00+00:00,80,52,138,78
2026-05-25 00:00:00+00:00,80,50,196,96
2026-05-26 00:00:00+00:00,171,129,180,119
2026-05-27 00:00:00+00:00,157,99,234,126
2026-05-28 00:00:00+00:00,131,90,228,124
2026-05-29 00:00:00+00:00,99,64,196,104
2026-05-30 00:00:00+00:00,153,86,80,55
2026-05-31 00:00:00+00:00,82,59,75,54
2026-06-01 00:00:00+00:00,112,70,154,100
2026-06-02 00:00:00+00:00,148,81,205,106
2026-06-03 00:00:00+00:00,131,57,201,133
2026-06-04 00:00:00+00:00,210,121,256,121
2026-06-05 00:00:00+00:00,174,124,241,109
