time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,126,97,372,137
2026-04-07 00:00:00+00:00,131,94,426,212
2026-04-08 00:00:00+00:00,123,85,448,177
2026-04-09 00:00:00+00:00,101,69,432,210
2026-04-10 00:00:00+00:00,115,76,310,155
2026-04-11 00:00:00+00:00,67,51,164,89
2026-04-12 00:00:00+00:00,81,43,140,85
2026-04-13 00:00:00+00:00,83,56,341,141
2026-04-14 00:00:00+00:00,79,51,342,175
2026-04-15 00:00:00+00:00,76,52,365,179
2026-04-16 00:00:00+00:00,68,48,371,172
2026-04-17 00:00:00+00:00,111,75,334,159
2026-04-18 00:00:00+00:00,81,38,116,51
2026-04-19 00:00:00+00:00,180,49,89,48
