time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,98,64,302,140
2025-09-27 00:00:00+00:00,63,46,117,65
2025-09-28 00:00:00+00:00,445,42,154,84
2025-09-29 00:00:00+00:00,82,52,352,165
2025-09-30 00:00:00+00:00,95,60,498,184
2025-10-01 00:00:00+00:00,247,182,464,140
2025-10-02 00:00:00+00:00,150,57,393,146
2025-10-03 00:00:00+00:00,95,67,311,143
2025-10-04 00:00:00+00:00,34,24,131,71
2025-10-05 00:00:00+00:00,37,25,123,61
2025-10-06 00:00:00+00:00,55,44,307,145
2025-10-07 00:00:00+00:00,76,59,455,180
2025-10-08 00:00:00+00:00,72,40,445,199
2025-10-09 00:00:00+00:00,72,51,401,186
